,CONTINENT,REGION,WHO_REGION,ADMIN0,ADMIN0ID,ADMIN0_FIP,ADMIN0ISO2,ADMIN0ISO3,ADMIN1,ADMIN1ID,ADMIN2,ADMIN2ID,ADMIN3ID,IUs_ADM,IUs_NAME,IU_ID,Year,Endemicity,PopReq,PopTrg,PopTreat,Cov,EpiCov,MDA_scheme,Endemicity_ID,PopTot,PopPreSAC,PopSAC,PopAdult,Cum_MDA,MDA,EffMDA,MDA_n,EffMDA_n,EpiMDA,EpiEffMDA,EpiMDA_n,EpiEffMDA_n,LF_MDA_left,Oncho_Endemicity,Loa_Endemicity,STH_Endemicity,SCH_Endemicity,MDA_strategy,Drugs,Adjusted_Round1,Adjusted_Round2
2717,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19441,ADM3,Daella,19441,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,52345,5235,15704,30360,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2718,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19162,ADM3,Dale,19162,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,277454,27745,83236,160924,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2719,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19165,ADM3,Dara,19165,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,136244,13624,40873,79021,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2720,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19586,ADM3,Dara Otilcho,19586,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,122258,12226,36677,70910,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2721,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19442,ADM3,Darara,19442,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,127661,12766,38298,74043,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2722,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19443,ADM3,Daye Town Administration,19443,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,46544,4654,13963,26996,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2723,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19190,ADM3,Gorche,19190,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,143716,14372,43115,83355,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2724,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19468,ADM3,Hawasa Town,19468,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,276955,27696,83087,160634,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2725,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19199,ADM3,Hawassa Zuria,19199,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,191640,19164,57492,111151,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2726,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19444,ADM3,Hawela,19444,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,119413,11941,35824,69260,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2727,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19587,ADM3,Hoko,19587,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,110531,11053,33159,64108,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2728,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19516,ADM3,Hulla,19516,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,110717,11072,33215,64216,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2729,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19445,ADM3,Leku Town Administration,19445,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,44030,4403,13209,25537,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2730,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19217,ADM3,Loka Abaya,19217,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,122442,12244,36733,71017,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2731,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19227,ADM3,Malga,19227,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,170072,17007,51022,98642,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2732,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19446,ADM3,Shafamo,19446,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,77327,7733,23198,44850,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2733,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19506,ADM3,Shebe Dino,19506,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,219184,21918,65755,127127,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2734,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19447,ADM3,Teticha,19447,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,86683,8668,26005,50276,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2735,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19200,ADM3,Tula Town,19200,2024,Endemic (pending IA),0,0,0,0.0,0.0,Not delivered,33,162027,16203,48608,93975,6,0,0,5,5,0,0,5,4,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2736,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19517,ADM3,Wondo-Genet,19517,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,171961,17196,51588,99737,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2737,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19448,ADM3,Wondo-Genet Town,19448,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,23216,2322,6965,13465,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2738,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19267,ADM3,Wonosho,19267,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,138571,13857,41571,80371,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2739,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Sidama,1952,Sidama,0,19269,ADM3,Yirgalem Town Adm.,19269,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,92690,9269,27807,53760,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2740,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Alle,0,19115,ADM3,Alle Special,19115,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,94720,9472,28416,54938,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2741,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Amaro,0,19116,ADM3,Amaro,19116,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,188758,18876,56627,109480,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
2742,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Basketo,0,19131,ADM3,Basketo SP Woreda,19131,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,51298,5130,15389,29753,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
2743,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Bench Maji,0,19137,ADM3,Debub Bench,9254,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,85849,8585,25755,49792,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),High prevalence (50% and above),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
2744,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Bench Maji,0,19137,ADM3,Gidi Bench,9532,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,85849,8585,25755,49792,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),High prevalence (50% and above),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
2745,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Bench Maji,0,19137,ADM3,Gurafereda,9192,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,85849,8585,25755,49792,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Low prevalence (less than 10%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
2746,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Bench Maji,0,19137,ADM3,Mizan Aman Town,9233,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,85849,8585,25755,49792,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),High prevalence (50% and above),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
2747,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Bench Maji,0,19137,ADM3,Seize town,9534,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,85849,8585,25755,49792,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),High prevalence (50% and above),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
2748,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Bench Maji,0,19137,ADM3,Semen Bench,9236,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,85849,8585,25755,49792,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),High prevalence (50% and above),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
2749,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Bench Maji,0,19137,ADM3,Sheka,9249,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,85849,8585,25755,49792,0,0,0,0,0,0,0,0,0,4,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
2750,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Bench Maji,0,19137,ADM3,Shey Bench,9248,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,85849,8585,25755,49792,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),High prevalence (50% and above),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
2751,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Burji,0,19137,ADM3,Burji Special,19137,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,85849,8585,25755,49792,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
2752,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Dawuro,0,19159,ADM3,Disa Denba,9535,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113331,11333,33999,65732,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
2753,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Dawuro,0,19159,ADM3,Esira,9178,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113331,11333,33999,65732,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
2754,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Dawuro,0,19159,ADM3,Gena,9183,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113331,11333,33999,65732,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,T3
2755,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Dawuro,0,19159,ADM3,Kache,9536,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113331,11333,33999,65732,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
2756,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Dawuro,0,19159,ADM3,Lome (SNNP),9218,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113331,11333,33999,65732,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
2757,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Dawuro,0,19159,ADM3,Mareka,9223,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113331,11333,33999,65732,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
2758,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Dawuro,0,19159,ADM3,Mari Mansa,9537,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113331,11333,33999,65732,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
2759,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Dawuro,0,19159,ADM3,Tercha Town,9259,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113331,11333,33999,65732,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Moderate prevalence (10%-49%),MDA 1 / T1,ALB+IVM / PZQ+ALB-MBD,MDA 1,T1
2760,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Dawuro,0,19159,ADM3,Tercha Zuriya,9538,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113331,11333,33999,65732,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
2761,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Dawuro,0,19159,ADM3,Tocha,9260,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113331,11333,33999,65732,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
2762,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Dawuro,0,19159,ADM3,Zabagazo,9539,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113331,11333,33999,65732,0,0,0,0,0,0,0,0,0,0,Endemic (under MDA),Non-endemic,High prevalence (50% and above),Non-endemic,MDA 1 / T3,ALB+IVM / ALB-MBD,MDA 1,T3
2763,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Derashe,0,19159,ADM3,Derashe Special,19159,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,113331,11333,33999,65732,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
2764,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19118,ADM3,Arba Minch Town,19118,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,129204,12920,38761,74938,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,MDA 1,T3
2765,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19128,ADM3,Arba Minch Zuria,19128,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,135713,13571,40714,78714,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,MDA 1,T3
2766,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19425,ADM3,Bonke,19425,2024,Not reported,0,0,0,0.0,0.0,Not delivered,999,167524,16752,50257,97164,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,MDA 1,T3
2767,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19507,ADM3,Bonke Town,19507,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,66020,6602,19806,38292,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,MDA 1,T3
2768,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19136,ADM3,Boreda,19136,2024,Endemic (pending IA),0,0,0,0.0,0.0,Not delivered,33,101223,10122,30367,58709,5,0,0,5,5,0,0,5,5,1,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,MDA 1,ALB+IVM,MDA 1,T3
2769,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19426,ADM3,Chencha,19426,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,33794,3379,10138,19600,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
2770,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19509,ADM3,Chencha Zuriya,19509,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,92089,9209,27627,53412,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
2771,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19158,ADM3,Daramalo,19158,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,120630,12063,36189,69965,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,T3,T3
2772,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19160,ADM3,Dita,19160,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,124948,12495,37484,72470,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
2773,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19428,ADM3,Garda Marta,19428,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,55673,5567,16702,32290,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
2774,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19207,ADM3,Kemba,19207,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,150551,15055,45165,87319,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
2775,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19544,ADM3,Kogota,19544,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,42719,4272,12816,24777,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
2776,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19502,ADM3,Kucha,19502,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,129955,12996,38987,75374,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Low prevalence (less than 20%),Non-endemic,Not requiring,Not requiring,Not requiring,T3
2777,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19427,ADM3,Kucha Alpha,19427,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,62180,6218,18654,36065,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Low prevalence (less than 20%),Non-endemic,Not requiring,Not requiring,Not requiring,T3
2778,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19219,ADM3,Mirab Abaya,19219,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,75918,7592,22775,44033,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,Moderate prevalence (20%-49%),Non-endemic,T3,ALB-MBD,Not requiring,T3
2779,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gamo,0,19429,ADM3,Selamber Town Admin,19429,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,29964,2996,8989,17379,0,0,0,0,0,0,0,0,0,0,Unknown (consider Oncho Elimination Mapping),Non-endemic,Low prevalence (less than 20%),Non-endemic,Not requiring,Not requiring,Not requiring,T3
2780,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gedeo,0,19145,ADM3,Bule,19145,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,81830,8183,24549,47461,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,High prevalence (50% and above),Low prevalence (less than 10%),T1 / T3,PZQ+ALB-MBD / ALB-MBD,T1,T3
2781,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gedeo,0,19546,ADM3,Chelelektu Town,19546,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,30348,3035,9104,17602,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
2782,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gedeo,0,19169,ADM3,Dila City Admin,19169,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,102064,10206,30619,59197,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,High prevalence (50% and above),Low prevalence (less than 10%),T1 / T3,PZQ+ALB-MBD / ALB-MBD,T1,T3
2783,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gedeo,0,19170,ADM3,Dila Zuria,19170,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,145592,14559,43678,84443,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
2784,Africa,Eastern Africa,AFRO,Ethiopia,17,ET,ET,ETH,Snnp,1950,Gedeo,0,19181,ADM3,Gedeb,19181,2024,Non-endemic,0,0,0,0.0,0.0,Not delivered,0,123690,12369,37107,71740,0,0,0,0,0,0,0,0,0,0,Non-endemic,Non-endemic,High prevalence (50% and above),Non-endemic,T3 / T3,ALB-MBD / ALB-MBD,T3,T3
